Title     : MicroConf Remote 2020
[68:47.12]  that many of you in uh in the crowd are
[68:49.36]  trying to achieve
[68:50.24]  it's 10k mrr it's the point at where a
[68:52.96]  lot of us can go full time
[68:54.72]  we're going to hear from colleen johnson
[68:56.56]  she's an enterprise agile coach
[68:58.56]  a speaker a trainer an entrepreneur
[69:01.36]  she's the co-founder and the ceo
[69:03.12]  of scatterspoke colleen thank you so
[69:05.36]  much for joining me on microconf remote
[69:06.96]  today
[69:08.08]  thanks for having me here rob excellent
[69:10.16]  i'll let you take it from here from here
[69:12.00]  all right thank you well i do want to
[69:14.56]  disagree with you rob and we can
[69:16.16]  settle this in the in the q a but i do
[69:18.16]  think mall rats was probably one of the
[69:20.08]  best movies ever made so i disagree with
[69:22.08]  the twenty thousand dollar
[69:23.44]  budget okay well let's dig in here so
[69:26.16]  what is scatter spoke scatter spoke is a
[69:28.24]  tool
[69:28.80]  for um for online retrospectives and
[69:31.84]  it's
[69:32.16]  it's built to help agile teams have
[69:35.44]  um continuous feedback about how they're
[69:38.48]  working so that they can have honest
[69:40.08]  conversations about
[69:41.20]  what things are working and what needs
[69:42.72]  to improve and
[69:44.24]  and make adjustments to their process
[69:46.08]  along the way
[69:50.16]  so when we think about retrospectives
[69:52.40]  they typically look something like this
[69:54.32]  what didn't go well what what went well
[69:56.56]  what didn't go well what can we improve
[69:58.72]  they're usually done in a room where
[70:01.44]  everybody's
[70:02.00]  together with stickies on the wall and
[70:04.08]  often done on a
[70:05.20]  regular cadence and not for a lot of
[70:07.84]  teams that are running scrum
[70:09.28]  practices this is an every two week
[70:12.32]  occurrence or at the end of each sprint
[70:14.24]  you're reflecting back on the sprint and
[70:15.84]  saying
[70:16.48]  how did this work what can we change um
[70:18.88]  for teams that are
[70:19.68]  running um kanban or maybe longer
[70:22.56]  running intervals
[70:23.84]  they might do this monthly but it's a
[70:25.36]  chance for the team to all come together
[70:27.12]  and really have
[70:28.16]  an honest conversation with each other
[70:31.20]  so you might be thinking
[70:34.40]  that's cool this is all cool why the
[70:36.48]  hell would someone pay for this
[70:37.92]  um which is a valid question um you know
[70:40.88]  i think when
[70:41.68]  from my experience and i've been in in
[70:43.36]  the agile world for
[70:44.72]  10 years a little over 10 years in the
[70:46.56]  software industry for over 20.
[70:49.12]  it sounds really straightforward get
[70:51.68]  everybody together and get everybody
[70:53.04]  talking but when you think about
[70:55.36]  teams especially teams of software
[70:57.04]  developers it can be very hard
[70:59.04]  to get great honest feedback from people
[71:02.48]  it can be even harder when you think
[71:03.84]  about that interval of time between
[71:06.32]  when something happens and when we get
[71:07.84]  together to talk about it people forget
[71:10.72]  we want to sweep those emotions under
[71:12.32]  the rug and not really
[71:13.92]  have a you know have an honest
[71:15.76]  conversation about what's going on
[71:17.68]  um so it can be hard to feel like these
[71:19.68]  are having any
[71:21.12]  you know any actual impact on how we're
[71:24.84]  working
[71:26.16]  i think the other piece of this that
[71:27.92]  that's really important when you think
[71:29.36]  about the tool that we're
[71:30.48]  providing to teams is that you can have
[71:32.72]  the same conversation
[71:34.80]  at every retrospective it can feel a
[71:36.56]  little bit like groundhog's day
[71:38.48]  probably dating myself with this movie
[71:40.00]  reference too so you can end up having
[71:42.72]  this
[71:43.12]  same exact conversation where you're
[71:44.56]  maybe talking about your
[71:46.32]  you know issues with your ci cd pipeline
[71:48.56]  or you're talking about
[71:49.68]  issues with um with your qa efforts and
[71:52.72]  wanting to move to automation but if
[71:54.00]  you're doing this
[71:54.80]  every two weeks and you're having the
[71:57.04]  same conversation it's
[71:58.48]  it's hard to feel like this is a
[72:00.64]  productive use of anyone's time
[72:03.28]  and what's worse is for a lot of
[72:04.88]  organizations these
[72:06.48]  these conversations are probably
[72:08.40]  happening in with multiple small teams
[72:10.88]  all at the same time everybody's talking
[72:12.56]  about the same similar problems and we
[72:14.56]  don't have a great way
[72:16.16]  to connect the dots to see how we can
[72:19.28]  improve those you know those pain points
[72:21.04]  for the organization
[72:23.52]  so like rob said this story isn't about
[72:26.24]  the tool
[72:26.80]  it's about the journey and how we got
[72:28.80]  there um you are not mistaken
[72:31.20]  that that first image on our timeline
[72:34.32]  here of our road to 10k as a coors light
[72:36.24]  can
[72:37.44]  so in 2015 my husband
[72:40.88]  and i were hanging out one afternoon
[72:42.80]  drinking coors light in the backyard
[72:44.80]  and he said i really want um to learn
[72:48.16]  more about how to build a real-time
[72:50.16]  app so i want to learn node.js and
[72:52.24]  angular
[72:53.36]  and play around with web sockets and at
[72:55.92]  the time i was moving into a consulting
[72:58.48]  position and i was working with a lot of
[73:00.72]  teams on how to build out
[73:02.72]  a portfolio portfolio kanban system that
[73:06.16]  would help them track things like
[73:08.24]  um how to do exploratory testing on
[73:11.92]  problems and solutions with users before
[73:14.16]  building things
[73:15.92]  and i said you know this sounds this
[73:17.52]  sounds fun let's try let's try to build
[73:19.20]  something
[73:20.08]  um and it felt like a great way for him
[73:22.24]  to get his hands dirty with the
[73:23.92]  technology he was interested in
[73:25.44]  and for me to really put my money where
[73:27.12]  my where my mouth was i was teaching
[73:29.20]  other teams how to do these things but
[73:30.72]  had never
[73:31.60]  built something on my own so it was
[73:34.00]  really started with
[73:35.36]  an opportunity to learn i knew the agile
[73:38.32]  space really well
[73:39.44]  and so i knew that there was this need
[73:42.00]  for
[73:43.12]  a way to have a retrospective where
[73:44.88]  people could provide feedback
[73:46.32]  anonymously
[73:47.44]  and not be tied to the comments they
[73:49.28]  were putting up on the stickies
[73:51.04]  and then the other problem i kept seeing
[73:52.72]  was that in clients i was working with
[73:55.44]  they would
[73:56.72]  constantly reschedule their their
[73:59.20]  retrospectives especially if they were
[74:00.56]  on a friday and people were out or they
[74:02.56]  were down to the wire on a sprint
[74:03.84]  deadline
[74:04.64]  it was the first meeting to always get
[74:06.64]  pushed off
[74:07.68]  so i wanted to figure out how could we
[74:09.84]  um how could we build something and test
[74:12.00]  out you know these new technologies how
[74:13.60]  could we build
[74:14.00]  something i could use so it was very
[74:15.52]  selfish that i could use with my clients
[74:17.28]  to help
[74:18.40]  make these retrospectives a better
[74:20.08]  experience for for the teams
[74:22.72]  um so sat around drank a bunch of coors
[74:25.04]  light um
[74:25.92]  did exactly what corinne said and hopped
[74:27.76]  on and tried to buy a domain
[74:30.16]  um and then we did the very important
[74:32.08]  next step
[74:33.20]  of um purchasing a shitload of stickers
[74:36.48]  and then nothing happened so i got
[74:39.44]  really focused on
[74:40.84]  consulting um and used you know i
[74:43.52]  continued to use the tool
[74:44.96]  from a coaching perspective my husband
[74:47.20]  john continued to tinker with it and
[74:49.28]  play around with different
[74:50.88]  technologies but we really didn't do a
[74:52.96]  whole lot with the tool
[74:54.24]  for about a year um it was really cool
[74:57.12]  because it was
[74:58.40]  an opportunity for me to keep using it
[75:00.40]  with people in here real-time feedback
[75:02.32]  and i would come home with that and say
[75:03.84]  you know people want to be able to vote
[75:05.20]  or want to be able to group on items
[75:07.76]  or create an action item and so we were
[75:09.28]  slowly adding new things but never
[75:11.44]  still never really had the intent of
[75:13.36]  turning this into an
[75:14.48]  actual business it was still just
[75:16.00]  something that was
[75:17.68]  for both of us both of us to learn how
[75:20.48]  to
[75:20.88]  how to put all of this into practice
[75:24.32]  so the next step for us
[75:28.56]  um around 2017 um was actually we
[75:32.40]  started to see that
[75:33.52]  using our google analytics that we had a
[75:36.88]  fair amount of people coming to the site
[75:39.44]  we that was all we could track we didn't
[75:41.20]  have
[75:41.84]  the concept of a user so we said why
[75:44.40]  don't we
[75:45.04]  go ahead and create a simple way to
[75:48.16]  register before you can access
[75:50.40]  the boards still everything was
[75:52.72]  completely free there was
[75:54.08]  you know no charges or credit cards or
[75:55.76]  subscriptions or anything at that point
[75:57.60]  it was just a way to collect email
[75:58.88]  addresses um and
[76:01.04]  i was the one that was very reluctant to
[76:04.96]  have any kind of user registration for
[76:06.64]  the longest time i wanted to make sure
[76:08.72]  that this was simple to use i was very
[76:11.04]  scared that
[76:11.92]  if we made it harder to you know if we
[76:14.72]  made it harder to get in and use the
[76:16.56]  tool quickly that people would just
[76:18.16]  stop using it and what we found was
[76:20.64]  quite the opposite we just saw the
[76:22.56]  the number of registered users going up
[76:25.04]  and up and up
[76:26.00]  in 2017. um we closed
[76:29.48]  2017 out with about 12 000
[76:32.84]  users and um
[76:36.00]  what was really funny when curran was
[76:37.68]  talking about feedback
[76:39.04]  was that year we also installed drift so
